trial	 subject	 cond1	 cond2	 cue	 interval	 response	 direction	 vel	 cohNumber	 durSignal	 figure	soa	 surround	cohComparison	 v9	 v10	 tTestOnset	 tTestOffset	 tFigureOnset	 tFigureOffset	 coherence
1 	xx 	x 	x 	rdk 	2 	0 	1 	3 	24 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.48
2 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	20 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.4
3 	xx 	x 	x 	rdk 	1 	1 	1 	3 	16 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.32
4 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	8 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.16
5 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	12 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.24
6 	xx 	x 	x 	rdk 	2 	0 	1 	3 	12 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.24
7 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	16 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.32
8 	xx 	x 	x 	rdk 	1 	1 	1 	3 	12 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.24
9 	xx 	x 	x 	rdk 	2 	1 	1 	3 	20 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.4
10 	xx 	x 	x 	rdk 	1 	1 	1 	3 	24 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.48
11 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	24 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.48
12 	xx 	x 	x 	rdk 	2 	0 	1 	3 	8 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.16
13 	xx 	x 	x 	rdk 	1 	1 	1 	3 	8 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.16
14 	xx 	x 	x 	rdk 	1 	1 	1 	3 	20 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.4
15 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	20 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.4
16 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	12 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.24
17 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	16 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.32
18 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	8 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.16
19 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	24 	5 	3 	0 	static 	0 	0 	0 	60 	65 	60 	65 	0.48
